SIT,DENOM_SOCIAL,MUN,CNPJ_CIA,SETOR_ATIV,CONTROLE_ACIONARIO,UF
CANCELADA,SANTHER FAB.DE PAPEL SANTA THEREZINHA SA,SÃO PAULO,61.101.895/0001-45,Papel e Celulose,PRIVADO,SP
CANCELADA,COEST CONSTRUTORA SA,TABOÃO DA SERRA,61.104.717/0001-78,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,SANTACONSTANCIA TECELAGEM SA,SÃO PAULO,61.105.474/0001-92,Têxtil e Vestuário,PRIVADO,SP
CANCELADA,PIRAMIDES BRASILIA SA IC,CANOAS,61.105.730/0001-41,Petroquímicos e Borracha,PRIVADO,RS
CANCELADA,VIGORELLI DO BRASIL SA IC,SÃO PAULO,61.105.920/0001-69,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,MOTORADIO SA COML E INDUSTRIAL,SÃO PAULO,61.106.068/0001-44,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,SA FABRICA PRODS ALIMCS VIGOR,SÃO PAULO,61.116.331/0001-86,Alimentos,PRIVADO,SP
CANCELADA,USINA DA BARRA SA ACUCAR ALCOL,SÃO PAULO,61.125.753/0001-18,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SP
CANCELADA,CELITE SA IND E COMERCIO,SÃO PAULO,61.135.711/0001-68,Extração Mineral,PRIVADO,SP
CANCELADA,PARAMOUNT LANSUL SA,SÃO PAULO,61.140.737/0001-02,Têxtil e Vestuário,PRIVADO,SP
CANCELADA,PRODUTOS QUIMICOS ELEKEIROZ SA,SÃO PAULO,61.141.982/0001-26,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,INDS C FABRINI SA,SÃO BERNARDO DO CAMPO,61.142.063/0001-77,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,PREMESA SA IND E COMERCIO,SÃO PAULO,61.142.469/0001-50,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,SV ENGENHARIA SA,RIO DE JANEIRO,61.143.772/0001-77,Metalurgia e Siderurgia,PRIVADO,RJ
CANCELADA,BNC BRAZIL LTDA,SÃO PAULO,61.146.577/0001-09,Bancos,ESTRANGEIRO,SP
CANCELADA,DE MAIO GALLO S.A IND. COM. PÇS P/ AUTOM,LIMEIRA,61.146.650/0001-34,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,BRAMPAC SA,SÃO PAULO,61.149.084/0001-14,Embalagens,PRIVADO,SP
CANCELADA,CIA NITROQUIMICA BRASILEIRA,SÃO PAULO,61.150.348/0001-50,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,HOECHST BRASIL QUIM FARM SA,SÃO PAULO,61.150.397/0001-92,Petroquímicos e Borracha,ESTRANGEIRO,SP
CANCELADA,ACOS ANHANGUERA SA,SÃO PAULO,61.150.660/0001-43,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,PIRELLI CABOS SA,SANTO ANDRÉ,61.150.751/0001-89,"Máquinas, Equipamentos, Veículos e Peças",ESTRANGEIRO,SP
CANCELADA,SEMP TOSHIBA SA,SÃO PAULO,61.151.445/0001-67,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,FUJIWARA HISATO SA COM IND,SÃO PAULO,61.152.047/0001-65,Alimentos,PRIVADO,SP
ATIVO,IOCHPE MAXION SA,CRUZEIRO,61.156.113/0001-75,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,CIA BRAS PROJETOS OBRAS CBPO,OSASCO,61.156.410/0001-10,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,CARGILL FERTILIZANTES SA,SÃO PAULO,61.156.501/0001-56,Petroquímicos e Borracha,ESTRANGEIRO,SP
CANCELADA,JAU SA CONST E INCORPORADORA,SÃO PAULO,61.156.741/0001-50,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
ATIVO,ALIPERTI S.A.,SÃO PAULO,61.156.931/0001-78,"Emp. Adm. Part. - Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SP
CANCELADA,FICHET SA,SANTO ANDRÉ,61.157.764/0001-80,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,DIXIE LALEKLA SA,SÃO PAULO,61.160.008/0001-00,Outras Atividades Industriais,PRIVADO,SP
CANCELADA,COMIND SA SERV TEC PROC DADOS,SÃO PAULO,61.181.251/0001-04,Comunicação e Informática,PRIVADO,SP
CANCELADA,PINCEIS TIGRE SA,SÃO PAULO,61.182.606/0001-80,Outras Atividades Industriais,PRIVADO,SP
CANCELADA,BANCO BMG S/A,SÃO PAULO,61.186.680/0001-74,Bancos,PRIVADO,SP
ATIVO,MARISA LOJAS SA,SÃO PAULO,61.189.288/0001-89,Comércio (Atacado e Varejo),PRIVADO,SP
CANCELADA,COLDEX FRIGOR SA,SÃO PAULO,61.189.601/0001-89,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,COTONIFICIO BELTRAMO SA,OSASCO,61.190.047/0001-50,Têxtil e Vestuário,PRIVADO,SP
ATIVO,EUROFARMA LABORATÓRIOS S.A.,SÃO PAULO,61.190.096/0001-92,Farmacêutico e Higiene,PRIVADO,SP
CANCELADA,CONSTRUTORA BETER SA,SÃO PAULO,61.192.373/0001-04,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,DURATEX SA,SÃO PAULO,61.194.080/0001-58,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,GIANNINI SA,SALTO,61.196.119/0001-76,Outras Atividades Industriais,PRIVADO,SP
CANCELADA,FERRAGENS DEMELLOT S/A,SÃO PAULO,61.196.564/0001-36,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,MOINHO DA LAPA SA,SÃO PAULO,61.204.251/0001-82,Alimentos,PRIVADO,SP
CANCELADA,TROL SA INDUSTRIA E COMERCIO,SÃO PAULO,61.227.963/0001-17,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.,SÃO PAULO,61.230.165/0001-44,Bancos,PRIVADO,SP
CANCELADA,COMPESCA CIA BRAS DE PESCA - EM LIQUIDAÇÃO,GUARUJÁ,61.231.155/0001-23,Pesca,PRIVADO,SP
CANCELADA,GRANIMAR SA MARMORES GRANITOS,SÃO PAULO,61.247.854/0001-61,Extração Mineral,PRIVADO,SP
CANCELADA,METALAC SA IND E COMERCIO,SÃO PAULO,61.284.006/0001-22,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,BENZENEX SA ADUBOS E INSET,OSASCO,61.288.916/0001-83,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,MANUF ART BORRACHA NOGAM SA,SÃO PAULO,61.293.643/0001-65,Têxtil e Vestuário,PRIVADO,SP
CANCELADA,BRINQUEDOS MIMO SA,ITU,61.322.731/0001-48,Brinquedos e Lazer,PRIVADO,SP
CANCELADA,CURT SA,SÃO PAULO,61.323.226/0001-18,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,GLASSLITE SA IND DE PLASTICOS,SÃO PAULO,61.338.042/0001-21,Outras Atividades Industriais,PRIVADO,SP
CANCELADA,CCE IND COM,SÃO PAULO,61.345.096/0001-14,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
ATIVO,AZEVEDO & TRAVASSOS SA,SÃO PAULO,61.351.532/0001-68,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,CIA SANTISTA DE PAPEL,SÃO PAULO,61.360.434/0001-97,Papel e Celulose,PRIVADO,SP
CANCELADA,COMIND PARTICIPACOES SA,SÃO PAULO,61.364.022/0001-25,Emp. Adm. Part. - Intermediação Financeira,PRIVADO,SP
CANCELADA,COMIND SA,SÃO PAULO,61.364.345/0001-19,Emp. Adm. Participações,PRIVADO,SP
CANCELADA,SEMER SA,SÃO PAULO,61.364.725/0001-53,Metalurgia e Siderurgia,PRIVADO,SP
ATIVO,BAUMER SA,MOGI MIRIM,61.374.161/0001-30,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,FERTIZA CIA NAC FERTILIZANTES,SÃO PAULO,61.377.230/0001-69,Petroquímicos e Borracha,ESTRANGEIRO,SP
CANCELADA,EDITORA LISA SA LIVROS IRRADT,SÃO PAULO,61.383.279/0001-24,Gráficas e Editoras,PRIVADO,SP
CANCELADA,TECNOMONT PROJS MONTS INDLS SA,SÃO PAULO,61.388.310/0001-10,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,BCO SAVENA SA,SÃO PAULO,61.391.090/0001-83,Bancos,PRIVADO,SP
CANCELADA,PROMETAL PRODS METALURGICOS SA,SÃO PAULO,61.391.603/0001-56,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,PERSIANAS COLUMBIA SA,SÃO PAULO,61.403.960/0001-97,Metalurgia e Siderurgia,PRIVADO,SP
ATIVO,COMPANHIA BRASILEIRA DE ALUMINIO,SÃO PAULO,61.409.892/0001-73,Extração Mineral,PRIVADO,SP
CANCELADA,FIBAM CIA INDUSTRIAL,SÃO BERNARDO DO CAMPO,61.410.395/0001-95,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,BANCO DO ESTADO DE SAO PAULO S.A. - BANESPA,SÃO PAULO,61.411.633/0001-87,Bancos,PRIVADO,SP
CANCELADA,SETAL INSTALACOES INDLS SA,SÃO PAULO,61.413.423/0001-28,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,TRORION SA,DIADEMA,61.418.430/0001-12,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,CIA COMERCIAL BORBA CAMPO,SÃO PAULO,61.422.663/0001-99,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,FERTIBRAS SA,OSASCO,61.442.109/0001-73,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,AGIP DISTRIBUIDORA SA,SÃO PAULO,61.442.752/0001-05,Petróleo e Gás,PRIVADO,SP
CANCELADA,COINVEST CIA. DE INV. INTERLAGOS,SÃO PAULO,61.460.762/0001-65,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,SERVIX ENGENHARIA SA,SÃO PAULO,61.467.379/0001-39,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,D F VASCONC SA OPT MEC A PREC,SÃO PAULO,61.482.725/0001-58,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
ATIVO,DIAGNOSTICOS DA AMERICA SA,BARUERI,61.486.650/0001-83,Serviços Médicos,PRIVADO,SP
CANCELADA,LABO ELETRONICA SA,SÃO CAETANO DO SUL,61.489.514/0001-47,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,ATMA SA,RIO DE JANEIRO,61.510.996/0001-70,Petroquímicos e Borracha,PRIVADO,RJ
CANCELADA,CONSTRUCOES COM CAM CORREA SA,SÃO PAULO,61.522.512/0001-02,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
ATIVO,ITAUSA S.A.,SÃO PAULO,61.532.644/0001-15,Emp. Adm. Part. - Intermediação Financeira,PRIVADO,SP
CANCELADA,CONTEX CONFECÇÕES TEXTEIS SA,RIO DE JANEIRO,61.535.241/0001-20,Têxtil e Vestuário,PRIVADO,RJ
CANCELADA,FERTIPLAN SA,SÃO PAULO,61.549.754/0001-90,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,CETENCO ENGENHARIA SA,SÃO PAULO,61.550.497/0001-06,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,USINA S OLIMPIA IND FER ACO SA,GUARULHOS,61.551.230/0001-33,Metalurgia e Siderurgia,PRIVADO,SP
CANCELADA,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,SÃO PAULO,61.565.222/0001-46,Têxtil e Vestuário,PRIVADO,SP
CANCELADA,CASA ANGLO BRASILEIRA S/A,SÃO PAULO,61.565.511/0001-45,Comércio (Atacado e Varejo),PRIVADO,SP
CANCELADA,COLMEIA SA IND.PAULISTA RAD.,SÃO PAULO,61.565.552/0001-31,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,AGF BRASIL SEGUROS SA,SÃO PAULO,61.573.796/0001-66,Seguradoras e Corretoras,PRIVADO,SP
CANCELADA,COBRASFER SA,SÃO PAULO,61.576.385/0001-24,Comércio (Atacado e Varejo),PRIVADO,SP
CANCELADA,BANYLSA TECELAGEM DO BRASIL SA,SIMÕES FILHO,61.578.159/0001-82,Têxtil e Vestuário,PRIVADO,BA
ATIVO,REDE ENERGIA PARTICIPAÇÕES S.A.,CATAGUASES,61.584.140/0001-49,Energia Elétrica,PRIVADO,MG
ATIVO,RAIA DROGASIL S.A.,SÃO PAULO,61.585.865/0001-51,Comércio (Atacado e Varejo),PRIVADO,SP
CANCELADA,SECURIT SA,GUARULHOS,61.592.895/0001-95,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,PAO AMERICANO IND E COM SA,SÃO PAULO,61.596.284/0001-15,Alimentos,PRIVADO,SP
CANCELADA,ULTRAFERTIL SA IND. E COM,CUBATÃO,61.600.953/0001-85,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,PETROQUIMICA UNIAO SA,SANTO ANDRÉ,61.632.964/0001-47,Petroquímicos e Borracha,PRIVADO,SP
ATIVO,ELETROPAULO METROP. ELET. SAO PAULO S.A.,SÃO PAULO,61.695.227/0001-93,Energia Elétrica,PRIVADO,SP
CANCELADA,CEPEBE SA,SÃO PAULO,61.708.426/0001-99,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,BRADESPLAN PARTICIPAÇOES SA,OSASCO,61.782.769/0001-01,Emp. Adm. Part. - Intermediação Financeira,PRIVADO HOLDING,SP
CANCELADA,COMPANHIA DE CRÉDITO FINANCIAMENTO E INVESTIMENTO RCI BRASIL,CURITIBA,61.784.278/0001-91,Bancos,ESTRANGEIRO,PR
ATIVO,COMPANHIA DE GÁS DE SÃO PAULO - COMGÁS,SÃO PAULO,61.856.571/0001-17,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",PRIVADO,SP
CANCELADA,PESCANOVA SA COM IND,NITERÓI,61.999.314/0001-34,Pesca,PRIVADO,RJ
ATIVO,SÃO PAULO TURISMO S.A.,SÃO PAULO,62.002.886/0001-60,Emp. Adm. Part. - Hospedagem e Turismo,ESTATAL,SP
CANCELADA,SAFRA LEASING SA ARRENDAMENTO  MERCANTIL,SÃO PAULO,62.063.177/0001-94,Arrendamento Mercantil,PRIVADO,SP
ATIVO,COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ,SÃO PAULO,62.070.362/0001-06,Serviços Transporte e Logística,ESTATAL,SP
CANCELADA,COSAN ALIMENTOS S.A.,TARUMÃ,62.092.739/0001-28,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,SP
CANCELADA,MASSA FALIDA DO BANCO CRUZEIRO DO SUL S/A,SÃO PAULO,62.136.254/0001-99,Bancos,PRIVADO,SP
ATIVO,BANCO PINE S/A,SÃO PAULO,62.144.175/0001-20,Bancos,PRIVADO,SP
ATIVO,BANCO DAYCOVAL S.A.,SÃO PAULO,62.232.889/0001-90,Bancos,PRIVADO,SP
CANCELADA,PPE FIOS ESMALTADOS SA,CERQUILHO,62.255.682/0001-30,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,SÃO PAULO,62.258.884/0001-36,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,GURGEL SA PARTICIPACOES,SÃO PAULO,62.278.783/0001-27,Emp. Adm. Participações,PRIVADO,SP
CANCELADA,INDS ARTEB SA,SÃO BERNARDO DO CAMPO,62.291.380/0001-18,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,COMMANDER SA,SÃO PAULO,62.297.502/0001-83,Metalurgia e Siderurgia,PRIVADO,SP
ATIVO,BANCO RCI BRASIL S.A.,CURITIBA,62.307.848/0001-15,Bancos,ESTRANGEIRO,PR
CANCELADA,POLIOLEFINAS SA,SÃO PAULO,62.336.946/0001-80,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,NATIONAL DISTILLERS DO BR SA,SÃO PAULO,62.336.953/0001-82,Emp. Adm. Participações,ESTRANGEIRO,SP
CANCELADA,MINERACAO ARIPUANA SA,MANAUS,62.436.092/0001-04,Extração Mineral,PRIVADO,AM
CANCELADA,CEAGESP CIA ENTR ARM GERAIS SP,SÃO PAULO,62.463.005/0001-08,Serviços Transporte e Logística,ESTATAL,SP
CANCELADA,DERSA DESENVOLVIMENTO RODOVIARIO SA,SÃO PAULO,62.464.904/0001-25,Serviços Transporte e Logística,ESTATAL,SP
CANCELADA,BANESTADO LEASING SA ARR MERC,CURITIBA,62.527.346/0001-08,Arrendamento Mercantil,ESTATAL,PR
CANCELADA,FATOR EMPREENDIMENTOS IMOBILIÁRIOS SA,SÃO PAULO,62.528.930/0001-70,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,OXITENO S.A. - INDÚSTRIA E COMÉRCIO,SÃO PAULO,62.545.686/0001-53,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,MASSA FALIDA DA SHARP SA EQUIPS ELETRONICOS,SÃO PAULO,62.607.502/0001-32,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,COMPANHIA  ELDORADO DE HOTEIS,SÃO PAULO,62.791.116/0001-43,Hospedagem e Turismo,PRIVADO,SP
CANCELADA,PROPASA PRODS DE PAPEL SA,SÃO PAULO,62.794.516/0001-02,Gráficas e Editoras,PRIVADO,SP
CANCELADA,SOGERAL LEASING SA ARREND MERC,BARUERI,62.816.426/0001-75,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,BRADESCO BCN LEASING S/A ARR MERCANTIL,BARUERI,62.868.302/0001-33,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,TOKYO LEASING DO BRASIL SA,SÃO PAULO,62.870.720/0001-65,Arrendamento Mercantil,ESTRANGEIRO,SP
ATIVO,CRUZEIRO DO SUL EDUCACIONAL S.A.,SÃO PAULO,62.984.091/0001-02,Educação,PRIVADO,SP
CANCELADA,BANCOCIDADE LEASING ARR MERC SA,OSASCO,63.081.004/0001-61,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,BANCO BANDEIRANTES DE INVESTIMENTOS SA,SÃO PAULO,63.090.609/0001-19,Bancos,PRIVADO,SP
ATIVO,CAMIL ALIMENTOS S/A,SÃO PAULO,64.904.295/0001-03,Alimentos,PRIVADO HOLDING,SP
CANCELADA,NOVA SHOPPING CENTER SA,NOVA IGUAÇU,65.441.354/0001-17,Emp. Adm. Participações,PRIVADO,RJ
CANCELADA,CPM BRAXIS S/A,BARUERI,65.599.953/0001-63,Comunicação e Informática,ESTRANGEIRO HOLDING,SP
CANCELADA,MC&A SISTEMAS PESSOAIS SA,SÃO PAULO,65.614.901/0001-19,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
ATIVO,DIBENS LEASING S.A.- ARREND. MERCANTIL,SÃO PAULO,65.654.303/0001-73,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,BLUE TREE HOTELS & RESORTS DO BRASIL SA,SÃO PAULO,66.542.002/0001-10,Hospedagem e Turismo,PRIVADO,SP
CANCELADA,BRASIL BETON SA,RIO DE JANEIRO,66.890.369/0001-25,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,RJ
ATIVO,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,SÃO JOSÉ DO RIO PRETO,67.010.660/0001-24,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,CAMARGO CORREA DESENVOLVIMENTO  IMOBILIARIO SA,SÃO PAULO,67.203.208/0001-89,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,TC SECURITIES CIA DE SECURITIZAÇÃO,SANTA RITA DO PASSA QUATRO,67.437.434/0001-24,Securitização de Recebíveis,PRIVADO,SP
ATIVO,VIVER INCORPORADORA E CONSTRUTORA S.A,SÃO PAULO,67.571.414/0001-41,"Construção Civil, Mat. Constr. e Decoração",PRIVADO HOLDING,SP
ATIVO,MINERVA S/A,BARRETOS,67.620.377/0001-14,Alimentos,PRIVADO,SP
CANCELADA,PARINCORP SA,SÃO PAULO,67.645.952/0001-33,Emp. Adm. Participações,PRIVADO,SP
CANCELADA,HSBX BAURU EMPREENDIMENTOS SA,BAURU,67.760.702/0001-44,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,REDFACTOR FACTORING E FOMENTO COML S/A,SÃO PAULO,67.915.785/0001-01,Factoring,PRIVADO HOLDING,SP
CANCELADA,PONTUAL LEASING SA ARREND MERC,BARUERI,68.271.295/0001-74,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,CLARANET TECHNOLOGY S.A.,BARUERI,68.400.225/0001-79,Comunicação e Informática,ESTRANGEIRO,SP
CANCELADA,NACIONAL IGUATEMI BAHIA PARTICIPAÇÕES SA,RIO DE JANEIRO,68.584.515/0001-10,Emp. Adm. Participações,PRIVADO,RJ
CANCELADA,BRAFCO SA,RIO DE JANEIRO,68.587.724/0001-17,Comércio (Atacado e Varejo),PRIVADO,RJ
CANCELADA,BSE SA,SÃO PAULO,68.704.923/0001-68,Telecomunicações,PRIVADO,SP
CANCELADA,CCB BRASIL ARRENDAMENTO MERCANTIL S/A,SÃO PAULO,69.720.910/0001-45,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,MAISA PARTICIPACOES SA,MOSSORÓ,70.036.132/0001-59,Alimentos,PRIVADO,RN
CANCELADA,BANCO BS2 S.A.,BELO HORIZONTE,71.027.866/0001-34,Bancos,PRIVADO HOLDING,MG
CANCELADA,CIA NAC FRIGORIFICOS CONFRIO,SÃO PAULO,71.039.119/0001-16,Pesca,PRIVADO,SP
ATIVO,ALGAR TELECOM S/A,UBERLÂNDIA,71.208.516/0001-74,Telecomunicações,PRIVADO,MG
CANCELADA,ZANINI SA EQUIPS PESADOS,SERTÃOZINHO,71.320.931/0001-15,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,SP
CANCELADA,CIA NACIONAL ESTAMPARIA CIANE,SOROCABA,71.444.582/0001-43,Têxtil e Vestuário,PRIVADO,SP
CANCELADA,INDS TEXTEIS BARBERO SA,CARIACICA,71.444.681/0001-25,Têxtil e Vestuário,PRIVADO,ES
ATIVO,CONSTRUTORA TENDA S/A,SÃO PAULO,71.476.527/0001-35,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,RUMO LOGÍSTICA OPERADORA MULTIMODAL S.A.,SÃO PAULO,71.550.388/0001-42,Serviços Transporte e Logística,PRIVADO,SP
CANCELADA,FIBRA LEASING SA ARREND MERC,SÃO CAETANO DO SUL,71.590.798/0001-17,Arrendamento Mercantil,PRIVADO,SP
ATIVO,NATURA COSMETICOS SA,SÃO PAULO,71.673.990/0001-77,Farmacêutico e Higiene,PRIVADO,SP
CANCELADA,POLONIA PARTICIPACOES SA,SÃO PAULO,71.722.607/0001-23,Emp. Adm. Participações,PRIVADO HOLDING,SP
CANCELADA,SUPERAGRO SA FERT INSETICIDAS,CAMPO LIMPO PAULISTA,72.129.083/0001-24,Petroquímicos e Borracha,PRIVADO,SP
CANCELADA,SANTANA TEXTIL SA,FORTALEZA,72.418.478/0001-47,Têxtil e Vestuário,PRIVADO,CE
CANCELADA,RIBEIRAO PRETO WATER PARK SA,RIBEIRÃO PRETO,72.991.714/0001-10,Emp. Adm. Participações,PRIVADO,SP
ATIVO,CYRELA BRAZIL REALTY S.A.EMPREEND E PART,SÃO PAULO,73.178.600/0001-18,"Construção Civil, Mat. Constr. e Decoração",PRIVADO,SP
CANCELADA,NQ PARTICIPAÇÕES S.A.,RIO DE JANEIRO,73.615.395/0001-00,Emp. Adm. Participações,PRIVADO,RJ
CANCELADA,FICAP SA,RIO DE JANEIRO,73.847.253/0001-79,Metalurgia e Siderurgia,PRIVADO,RJ
ATIVO,SNB PARTICIPACOES SA,BLUMENAU,73.903.718/0001-61,Emp. Adm. Part. - Comércio (Atacado e Varejo),PRIVADO,SC
CANCELADA,PETROPAR EMBALAGENS SA,HORIZONTE,74.043.993/0001-15,Embalagens,PRIVADO,CE
CANCELADA,FENICIAPAR S/A,SÃO PAULO,74.409.467/0001-26,Securitização de Recebíveis,PRIVADO,SP
CANCELADA,ZOGBI LEASING S/A ARRENDAMENTO MERCANTIL,SÃO CAETANO DO SUL,74.533.787/0001-93,Arrendamento Mercantil,PRIVADO,SP
CANCELADA,TROMBINI SA ADM E PARTICIPACAO,CURITIBA,75.049.965/0001-78,Emp. Adm. Participações,PRIVADO HOLDING,PR
CANCELADA,BAMERINDUS SA FINANC CRED INV,CURITIBA,75.170.076/0001-64,Bancos,PRIVADO,PR
CANCELADA,ATACADÃO S.A.,SÃO PAULO,75.315.333/0001-09,Emp. Adm. Part. - Comércio (Atacado e Varejo),ESTRANGEIRO,SP
ATIVO,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,CURITIBA,75.609.123/0001-23,Serviços Transporte e Logística,PRIVADO,PR
CANCELADA,CIA. IGUAÇU DE CAFÉ SOLÚVEL,CORNÉLIO PROCÓPIO,76.255.926/0001-90,Alimentos,ESTRANGEIRO,PR
ATIVO,COMPANHIA PARANAENSE DE ENERGIA COPEL,CURITIBA,76.483.817/0001-20,Energia Elétrica,ESTATAL HOLDING,PR
ATIVO,CIA. DE SANEAMENTO DO PARANÁ - SANEPAR,CURITIBA,76.484.013/0001-45,"Saneamento, Serv. Água e Gás",ESTATAL,PR
CANCELADA,BCO BAMERINDUS INVS SA,CURITIBA,76.484.575/0001-99,Bancos,PRIVADO,PR
CANCELADA,SIDERURGICA GUAIRA SA,PORTO ALEGRE,76.486.430/0001-27,Metalurgia e Siderurgia,PRIVADO,RS
CANCELADA,MUELLER IRMAOS SA,CURITIBA,76.486.711/0001-80,Metalurgia e Siderurgia,PRIVADO,PR
CANCELADA,ELECTROLUX DO BRASIL SA,CURITIBA,76.487.032/0001-25,Metalurgia e Siderurgia,PRIVADO,PR
CANCELADA,ANCORA COMERCIAL SA,CURITIBA,76.491.661/0001-29,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,PR
CANCELADA,EMILIO ROMANI SA,CURITIBA,76.491.828/0001-51,"Agricultura (Açúcar, Álcool e Cana)",PRIVADO,PR
CANCELADA,BANCO BANESTADO SA,CURITIBA,76.492.172/0001-91,Bancos,PRIVADO,PR
CANCELADA,ELETROFRIO SA,CURITIBA,76.498.179/0001-10,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,PR
CANCELADA,COMPANHIA PROVIDENCIA IND E COMERCIO,SÃO JOSÉ DOS PINHAIS,76.500.180/0001-32,Petroquímicos e Borracha,PRIVADO,PR
CANCELADA,ARAPUA IMPORTACAO COMERCIO SA,CURITIBA,76.516.921/0001-73,Comércio (Atacado e Varejo),PRIVADO,PR
CANCELADA,PARANA EQUIPAMENTOS SA,CURITIBA,76.527.951/0001-85,"Máquinas, Equipamentos, Veículos e Peças",PRIVADO,PR
ATIVO,OI S.A. - EM RECUPERAÇÃO JUDICIAL,RIO DE JANEIRO,76.535.764/0001-43,Telecomunicações,PRIVADO,RJ
CANCELADA,HSBC SEGUROS BRASIL SA,CURITIBA,76.538.446/0001-36,Seguradoras e Corretoras,PRIVADO,PR
